"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"226","Friday","09","4","17","16","18","24","18","21","20","21","19","24","28","24","11","20","22","17","28","17","16","25","24","23","30","21","21","19","19","15","14","17","27","24","16","23","17","19","10","23","22","21","22","16","17","20","14","16","21","21","17","21","16","23","16","12","22","20","27","27","19","27","12","16","16","20","17","14","25","21","19","19","18","16","20","23","27","11","23","20","26","23","29","21","18","21","22","20","15","23","17","15","27","26","14","27","28","20","15","19","22","15","16","28","18","6","23","34","27","10","21","22","21","22","19","21","21","17","23","14","21","22","20","27","15","22","21","12","32","16","19","21","22","23","15","13","9","14","24","22","12","23","16","20"
"227","Friday","09","5","20","19","20","23","22","19","26","21","11","16","20","18","17","18","22","16","17","24","24","28","19","24","23","20","13","18","17","13","18","21","9","20","23","19","23","16","19","21","13","16","17","11","28","12","17","31","27","21","8","22","17","13","14","25","22","16","17","13","16","13","10","17","20","22","24","28","16","25","22","26","16","26","17","28","17","9","23","31","22","19","22","26","22","24","18","16","14","19","24","21","23","25","23","27","25","22","18","13","19","7","24","11","11","14","26","25","18","12","31","25","22","21","12","15","21","22","15","20","21","18","12","20","20","19","12","16","27","19","13","16","23","17","17","19","22","25","25","17","22","17","17","29"
"228","Friday","09","6","23","23","10","22","11","30","22","19","24","24","16","21","15","15","20","14","11","22","26","19","17","16","26","26","18","15","12","21","22","19","6","24","14","26","27","15","15","20","23","16","23","22","18","25","18","22","16","32","21","24","29","18","28","19","12","19","22","14","16","25","23","23","18","15","26","12","17","19","31","35","24","16","20","16","13","23","24","17","17","22","24","14","25","24","23","9","19","14","24","16","22","16","14","10","21","22","8","16","15","14","18","18","23","18","17","20","11","21","22","26","22","26","18","20","22","31","16","22","24","18","13","28","19","32","19","8","23","22","17","15","24","19","17","21","17","20","24","16","29","20","14","23"
"229","Friday","23","1","15","21","18","17","20","29","17","15","18","17","16","16","17","17","21","27","18","16","21","20","20","27","23","17","19","19","19","26","18","16","16","32","17","25","25","13","23","18","15","22","24","21","9","14","18","21","28","17","23","21","22","26","22","27","19","28","21","22","29","17","13","21","18","14","8","25","15","12","19","21","20","15","23","25","29","22","20","23","22","18","19","23","20","17","13","30","24","16","21","20","26","22","23","25","24","25","20","20","21","27","18","28","13","13","19","13","15","19","15","21","22","18","23","22","13","17","22","25","21","23","27","18","16","17","8","19","20","18","15","12","14","13","22","13","13","18","19","22","18","25","20","25"
"230","Friday","23","2","28","23","20","18","22","21","19","19","26","15","16","18","12","19","23","16","20","18","26","22","24","14","13","25","17","15","10","13","19","22","23","24","17","24","26","30","13","21","15","19","15","23","14","22","21","24","18","21","27","19","19","22","14","25","20","17","25","30","24","14","25","18","17","16","20","22","19","18","20","26","23","17","27","23","17","33","24","16","30","19","12","12","21","21","16","21","26","19","20","20","20","13","22","20","14","22","5","21","14","18","22","23","17","23","24","27","19","18","17","25","17","25","13","12","22","22","27","14","10","21","21","26","21","12","19","25","21","21","20","14","14","25","15","22","28","16","20","24","17","15","21","11"
"231","Friday","23","3","16","23","22","21","25","23","19","13","15","19","26","15","16","19","29","16","16","17","21","14","24","28","12","15","16","17","19","21","18","10","10","11","17","23","22","29","12","17","22","20","19","16","13","18","11","21","16","18","21","20","27","18","18","20","27","18","13","21","25","21","15","14","21","23","16","21","20","16","17","19","18","19","19","18","16","25","21","20","7","21","28","22","24","22","33","17","24","20","19","19","19","20","22","25","28","19","16","26","17","24","21","11","23","18","22","22","17","16","21","23","18","22","21","17","13","14","24","26","25","21","11","15","18","25","27","17","15","23","16","22","20","21","25","25","26","22","23","25","20","21","18","14"
"232","Friday","23","4","14","14","22","22","21","18","15","28","12","10","14","19","24","21","23","28","23","21","17","27","19","22","9","23","19","13","25","17","27","18","23","19","24","17","26","23","12","27","21","29","28","17","28","15","21","22","16","26","19","19","23","18","23","17","15","24","24","24","20","19","24","19","19","21","22","14","30","24","26","21","24","13","16","17","9","17","19","14","27","24","20","21","21","21","19","20","24","22","19","19","11","19","19","17","15","13","22","17","15","26","16","16","35","20","14","22","19","11","13","19","17","19","17","22","11","17","20","15","19","26","25","24","18","20","17","13","22","21","15","23","14","15","18","24","27","13","27","24","19","28","24","13"
"233","Friday","23","5","10","22","26","16","25","12","6","21","17","15","19","24","22","25","18","26","27","20","15","20","23","26","14","12","19","22","22","25","16","14","24","22","19","19","13","23","10","26","19","27","20","5","21","22","27","13","18","21","25","18","12","24","21","26","15","21","28","24","22","24","13","7","25","22","24","25","23","18","20","23","27","14","14","20","22","17","13","18","11","16","15","29","22","16","20","23","22","24","25","23","15","14","18","18","20","26","17","22","18","16","22","18","20","21","20","15","20","21","18","11","18","14","19","26","26","21","23","15","17","25","23","16","17","22","20","22","27","12","15","30","11","23","15","22","27","17","21","18","15","19","26","14"
"234","Friday","23","6","32","19","25","17","16","22","21","25","21","28","21","13","22","25","24","13","21","24","20","12","20","19","23","26","18","22","10","14","21","18","14","25","18","22","14","19","30","20","17","29","19","26","20","18","18","20","25","9","25","24","16","24","23","18","19","24","15","25","21","23","23","19","11","28","23","18","20","13","15","20","22","27","22","21","19","18","19","12","10","19","8","23","31","18","22","17","14","21","21","26","18","14","32","21","24","20","13","24","21","16","26","27","28","17","14","18","14","5","19","26","22","16","22","12","16","17","22","19","21","14","14","25","21","26","26","19","14","15","19","20","7","19","18","21","19","26","16","19","11","24","16","23"
"235","Friday","00","1","14","15","27","21","22","15","23","15","22","26","23","15","20","17","15","23","13","17","18","13","22","14","19","19","8","15","19","12","17","19","21","19","19","28","21","26","23","25","23","15","10","28","24","17","16","25","14","21","12","27","20","17","14","13","18","19","12","24","18","20","17","18","25","17","26","19","11","19","22","14","20","17","24","26","15","24","12","18","26","22","23","27","21","22","11","22","23","21","20","21","25","21","24","16","18","14","15","15","19","21","22","29","22","15","27","15","20","12","14","13","28","17","15","24","20","20","18","24","13","10","13","25","18","25","17","17","16","25","17","23","18","17","29","12","19","17","14","13","20","19","10","18"
"236","Friday","00","2","28","21","18","13","28","23","21","29","27","12","12","23","15","18","29","26","24","19","22","19","17","14","19","9","18","17","16","17","23","26","22","29","15","10","22","11","14","25","24","19","24","20","14","20","18","31","15","22","19","15","11","19","12","16","19","18","15","24","16","19","22","15","16","22","20","19","26","27","19","22","21","16","24","23","19","22","23","23","16","30","21","21","27","6","24","22","22","20","22","27","28","17","17","12","16","23","14","13","19","19","21","22","26","21","17","20","24","19","22","23","15","12","23","21","26","11","26","15","21","16","25","27","27","31","26","18","25","29","17","16","18","18","20","26","26","19","26","18","17","16","15","8"
"237","Friday","00","3","25","26","13","23","23","19","17","16","27","16","17","22","21","19","17","25","28","23","23","9","14","18","22","29","16","20","13","16","17","18","22","16","24","22","19","16","8","19","11","17","25","23","27","14","26","12","19","16","19","15","21","18","19","24","13","19","17","28","15","19","18","25","20","17","22","21","19","10","20","16","10","14","18","17","24","16","24","19","15","21","23","16","17","18","17","21","29","22","19","11","25","17","21","4","11","13","21","18","19","26","13","17","23","23","23","27","22","9","23","11","17","14","21","19","14","15","21","19","19","24","20","14","23","21","16","17","20","18","14","23","23","20","24","22","21","28","13","17","16","17","24","16"
"238","Friday","00","4","14","12","22","19","15","23","17","24","30","18","23","29","4","18","11","23","20","28","22","16","26","15","25","18","22","19","27","19","14","21","18","12","18","21","21","17","17","22","19","19","30","20","31","27","16","13","20","16","24","22","20","19","21","20","22","19","18","24","14","14","27","18","12","23","19","18","20","25","20","21","18","21","20","20","26","18","21","16","19","16","20","12","15","24","16","27","19","30","24","15","19","20","27","32","23","21","30","16","13","27","26","15","19","24","18","23","26","22","19","27","26","21","21","23","20","13","15","26","19","13","7","21","27","13","20","15","11","23","30","5","18","23","18","22","20","23","17","12","21","11","22","23"
"239","Friday","00","5","20","19","18","13","21","19","23","3","23","27","18","15","17","12","21","25","19","26","21","25","16","19","26","22","27","19","13","24","21","24","21","16","33","7","18","12","19","19","22","19","10","10","10","18","11","23","18","11","13","24","31","24","23","19","20","20","14","25","25","20","22","30","25","18","12","21","24","18","18","30","18","23","21","21","14","21","18","21","22","20","15","17","17","23","17","22","20","14","24","27","17","24","29","20","22","15","18","24","25","16","28","11","29","13","13","14","17","20","14","22","16","24","19","23","22","27","17","19","22","21","19","21","16","15","23","27","30","27","22","20","23","24","21","12","19","21","17","16","25","15","24","14"
"240","Friday","00","6","14","20","22","19","24","13","20","22","19","17","15","28","18","15","21","19","18","13","15","26","23","13","30","13","21","11","19","26","15","25","16","15","13","21","20","14","26","19","20","18","33","24","21","24","21","28","26","25","14","30","21","17","21","19","13","12","27","11","17","32","16","19","18","19","19","15","19","15","14","21","12","16","18","23","14","23","17","12","23","21","15","17","15","15","23","23","13","20","16","24","22","24","15","29","21","21","24","25","13","28","25","30","14","24","13","21","28","11","12","16","17","24","20","12","18","27","22","15","13","33","16","12","24","21","21","11","27","18","15","23","24","21","14","15","20","32","20","20","22","14","27","27"
"241","Friday","01","1","18","27","17","24","24","28","21","12","14","20","20","24","14","17","19","23","35","18","14","20","23","20","18","19","14","18","17","22","28","20","1","12","23","21","20","21","25","24","25","20","17","18","18","11","20","14","20","13","28","13","20","26","19","31","19","13","20","17","22","21","21","23","16","17","23","14","14","28","11","13","26","18","9","17","18","16","10","12","20","12","15","21","20","19","24","21","16","18","14","27","5","24","28","15","15","17","19","19","13","16","19","24","17","5","27","14","18","18","18","19","17","13","25","13","14","14","21","15","17","18","19","22","19","20","21","18","10","26","25","23","7","25","17","20","21","18","12","16","13","13","22","21"
"242","Friday","01","2","18","15","22","21","23","16","33","25","21","17","20","22","18","18","24","18","17","19","18","26","14","23","25","23","27","21","27","19","16","21","17","26","22","20","31","24","7","31","16","26","22","22","13","16","28","19","19","21","24","24","21","17","13","18","24","24","15","17","16","25","25","6","17","23","19","22","15","19","18","19","25","19","19","23","13","8","17","21","24","25","19","20","13","18","25","16","21","16","14","21","27","14","20","20","22","6","21","24","18","17","15","20","11","20","20","23","20","20","26","20","17","25","29","14","26","19","20","17","22","13","23","17","16","22","12","17","22","23","11","21","20","22","24","26","23","26","6","10","13","29","22","23"
"243","Friday","01","3","17","24","19","14","15","18","28","24","26","31","17","18","25","22","24","19","17","20","19","20","25","18","19","25","25","21","20","17","14","20","20","30","24","22","19","20","19","16","20","17","20","16","27","23","15","17","21","20","23","17","20","28","19","19","22","22","18","19","16","23","18","18","20","11","21","18","24","17","21","11","17","15","23","29","29","19","13","19","10","18","20","17","28","20","21","15","23","18","22","23","20","21","27","21","25","15","11","21","23","14","21","21","16","22","23","20","15","23","11","18","18","20","26","18","26","23","11","12","10","26","21","16","22","25","15","24","20","14","17","19","15","29","17","18","14","21","22","21","19","24","21","28"
